main_category,title,features,description,categories,details,parent_asin
Computers,Network Magic 4.0,"['Connect, Manage, and Secure Your Network', 'Share printers and files between all of your computers', 'Connect and repair your network and internet connection', 'View a live map of network; protect wireless network from intruders', 'Print from any computer; monitor Internet use and Web sites visited']","['Product description', 'You try to connect your computers and devices together to share a printer, files and maintain an internet connection, but find yourself wasting hours sorting through confusing dialog boxes. It is time to stop with the hassles and let Network Magic do the work for you! With Network Magic you can easily 1) connect, manage, and secure your network; 2) share printers and files between all of your computers; 3) monitor Internet use and web sites visited; 4) connect and repair your network and internet connection; and 5) Protect your files and personal information from unwanted intruders. Stay connected to your preferred network without wasting time trying to set up or a repair a connection. Network Magic automatically detects connection problems and attempts to fix them for you. Add devices with one simple click. Don\x92t waste another minute sorting through confusing instructions and pop up messages. The network map immediately detects and illustrates every device on your network. View the current status and information of each device, enabling you to easily manage your entire network. Share printers with the click of a mouse be able to print from any computer to any printer in your home and office. Share files, music, and photos between all of your computers quickly and easily. Simply click Share and you can access it from any computer. Wireless and broadband protection keeps your personal files and bandwidth protected from unwanted intruders. Health and security alerts ensure your firewall and antivirus security measures are doing their job by scanning your network, alerting you to issues and helping you resolve them. Know how your devices, software, and Internet are being used. Receive a daily report for each computer showing web sites visited and software applications used.', 'From the Manufacturer', 'Home networking is hard, no doubt about it. But Network Magic makes it easy to do all the things you want to with the computers and devices in your home. Things like sharing printers and files across all your computers, monitoring Internet use, and repairing broken Internet connections. No more emailing files to yourself just to print them out, no more wondering about where your kids are surfing on the Internet, no more waiting around for ""the repair guy"" to fix your wireless Internet.', 'Features:', 'Print from any computer in your home', 'Print from any computer in your home', 'Share files between all your home computers--even Macs and PCs', 'Share files between all your home computers--even Macs and PCs', 'Monitor Internet use and Web sites visited for any computer in your home', 'Monitor Internet use and Web sites visited for any computer in your home', 'Pinpoint and repair Internet connection problems', 'Pinpoint and repair Internet connection problems', 'View a live map of your network', 'View a live map of your network', 'Protect your wireless network from intruders', 'Protect your wireless network from intruders']","['Electronics', 'Computers & Accessories', 'Networking Products', 'Network Adapters']","{'Brand': 'Avanquest', 'Item model number': '4651', 'Hardware Platform': 'Windows', 'Operating System': 'Windows XP Home Edition', 'Item Weight': '4.8 ounces', 'Package Dimensions': '7.4 x 5.4 x 1.6 inches', 'Manufacturer': 'My Software', 'Language': 'English', 'Is Discontinued By Manufacturer': 'Yes', 'Date First Available': 'November 21, 2006', 'Best Sellers Rank': {'Computer Network Adapters': 5686}, 'Format': 'CD-ROM', 'Publication Date': 'December 20, 2006'}",B000LV7P8I
Portable Audio & Accessories,"Dock Audio Extender Adapter Converter Cable for iPod iPhone 4 4S iPhone 5 5S iPad, Samsung & Other Smart Phones",[],[],"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Chargers & Adapters']","{'Brand Name': 'iTeck', 'Item Weight': '0.8 ounces', 'Package Dimensions': '6 x 4 x 0.3 inches; 0.8 Ounces', 'Item model number': 'ITCK5295', 'Is Discontinued By Manufacturer': 'No', 'Number of Items': '1', 'Model number': 'ITCK5295', 'Date First Available': 'October 21, 2013', 'Manufacturer': 'iTeck'}",B00CFGZAT8
Cell Phones & Accessories,"NANW Bands Compatible with Fitbit Versa/Versa 2/Versa Lite Small Large, Soft Silicone Replacement Band for Versa/Versa 2, Air Hole Wristband Strap for Women Men","['Compatible Models --- This silicone bands is special designed for Fitbit Versa, Fitbit Versa Special Edition, Versa 2 and Versa Lite Edition Smartwach.', 'Adjustable Sizes --- This versa / versa lite bands silicone comes with two size, Large size for 6.7""-8.9"" (170mm-226mm) wrists, Small size for 5.5""-6.7"" (140mm-170mm) wrists.', 'Super Comfortable --- This versa bands for women fits great and is less grippy, as a very flexible band, it is very comfortable for exercising and for everyday wear.', 'Wide Application --- The band for versa is great for outdoor sports, jogging, business, parties, shopping etc. it’s suitable for men, women, girls and boys.', 'Premium Silicone --- This versa band is made with soft, durable silicone and hypoallergenic nickel free stainless steel, no faded. lightweight and safe for daily and nightly wear. It is also sweat, water resistant.']",[],"['Electronics', 'Wearable Technology', 'Arm & Wristband Accessories']","{'Product Dimensions': '3 x 3 x 1 inches', 'Item Weight': '0.81 ounces', 'Item model number': 'POM-S-001', 'Best Sellers Rank': {'Electronics': 254105, 'Smart Arm & Wristband Accessories': 9928}, 'Is Discontinued By Manufacturer': 'No', 'Other display features': 'Wireless', 'Color': 'Black&Rose', 'Manufacturer': 'NANW', 'Date First Available': 'September 27, 2018'}",B07PXWYLQX
Computers,"eForCity Leather Case with Stand for 7-Inch Samsung Galaxy Tab 2, White/Black Zebra (PSAMGLXTLC26)","['Stop worrying about scratching your Samsung; Galaxy Tab 2 7.0 by getting this excellent carrying accessory today', 'Leather case features smooth synthetic leather and heavy duty stitching to ensure the long life of your Samsung; Galaxy Tab 2 7.0 Features with auto-securing magnetic flap for the best combination of security and ease of use', 'Leather case cover can be turned into a horizontal stand for the convenience of viewing slide shows or videos Unique design allows easy access to all buttons, controls and ports without having to remove the case']","['Compatible With Samsung Galaxy Tab 2 P3100 7.0"". Leather Case with Stand']","['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Bags, Cases & Sleeves', 'Cases']","{'Standing screen display size': '7 Inches', 'Brand': 'eForCity', 'Item model number': 'PSAMGLXTLC26', 'Item Weight': '4.8 ounces', 'Product Dimensions': '6 x 4 x 2 inches', 'Item Dimensions  LxWxH': '6 x 4 x 2 inches', 'Color': 'White/black zebra', 'Manufacturer': 'eForCity', 'Date First Available': 'November 22, 2012', 'Compatible Devices': 'Tablets', 'Form Factor': 'Case', 'Material': 'Synthetic Leather with Suede Interior'}",B00ABEQ6TY
Computers,"Novelty Cute Cartoon USB 2.0 Flash Drive Data Storage Memory Stick Cartoon USB Stick Pendrive Gift (16GB, Camera Black)","['♥Best Gift♥-Catoon shape design different from traditional USB Flash Drive,cute and novelty,cheer up the working day.Cute outside but work well.It will be an amazing gift for your kid,friends and even significant others', '♥ Easy to Use♥-No require for installing a driver.Only plug in and transfer all of your favorite music,applications,ringtones,pictures,images,ect', '♥ Fast & Safe♥-USB 2.0 ensures high read/write speed for file transfer between devices.Electronic storage media,anti-vibration, anti-electromagnetic interference,waterproof,Safely storage of your files', '♥Compatibility♥- Suitable in all USB 2.0 ports which is standard in computers Windows 98/98SE, Me/2000/XP, VISTA, 7; Mac: OS 9.0/ 10.0 or later; Linux: kernel 2.4 or later', '♥ Warranty♥- 100% New; All of our products will be tested by the most authoritative testing software H2test before shipping to ensure its function.And we provide with one year warranty.Contact us once you have any problem']","['This is a special usb stick that make as a cute camera shape.It is fun that use it to store photos and videos you tade;Or as a surprising gift for photographers. The perfect small size USB memory stick comes with a beaded key chain,you can hang it on something to decorate the thing you want,such as keychain/bag. Made out of soft rubber,shockproof, drop-proof Allow to store all of homework,course files,photos,favorite music and film. No need drive,only plug in. Easy to read and read in high speed.  Package Included: 1x U Disk 1x Chain']","['Electronics', 'Computers & Accessories', 'Data Storage']","{'Product Dimensions': '2.48 x 1.58 x 0.78 inches', 'Item Weight': '0.634 ounces', 'Manufacturer': 'Fire Stone', 'Country of Origin': 'China', 'Best Sellers Rank': {'Data Storage': 3235}, 'Date First Available': 'September 21, 2019', 'Brand': 'Fire Stone', 'Memory Storage Capacity': '16 GB', 'Hardware Interface': 'USB 2.0', 'Connectivity Technology': 'USB', 'Color': 'Camera Black'}",B07Y6K1PRB
All Electronics,"KEiiD PC Computer Speaker Compact Bluetooth Stereo System with Aluminum Housing for Laptop Desktop PC Gaming Computers, Unique Touch Controller, Built-in Bluetooth 5.0 Receiver for Wireless Streaming","['Beautifully designed compact speakers with real Aluminum housings have a distinct, upscale appearance and full-range sound, including surprising bass. Suitable for use with all laptop/desktop computers. And with three input modes (PC, Bluetooth, and AUX) you can also enjoy music and sound from other devices too.', ""The unique Touch Controller puts everything within reach. Shift modes and EQ, adjust volume, or mute the speakers--it's all there with a simple touch. The controller even has a headphone jack and an extra AUX connector so you can connect smartphones, tablets, mp3 players, CD players, and so on if you prefer."", 'This compact system goes beyond typical computer speakers. Its built-in Bluetooth 5.0 receiver allows wireless music streaming too (in Bluetooth mode). You can even answer or reject incoming (or redial calls) with the touch controller and talk via the built-in microphone.', 'Each high-quality, full-range speaker also drives two passive radiators resulting in rich sound and powerful bass. The built-in DSP sound optimization chip upgrades the sound even further. These speakers are small in size but big in sound performance.', '3 EQ options (Music, Movie, and Game) adjust the sound whether you are streaming music, watching a movie, or playing a game. Game EQ mode includes 3D surround sound perfect for gaming. 1-year warranty & 24 hours after-sales support.']",[],"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Audio & Video Accessories', 'Computer Speakers']","{'Product Dimensions': '3.3 x 2.5 x 11 inches', 'Item Weight': '2.2 pounds', 'Manufacturer': 'KEiiD Electronics', 'Item model number': 'KD-BCS01', 'Best Sellers Rank': {'Computer Speakers': 590}, 'Date First Available': 'September 23, 2019', 'Brand': 'KEiiD', 'Model Name': 'KEiiD', 'Speaker Type': 'Surround Sound', 'Connectivity Technology': 'Bluetooth, Auxiliary', 'Special Feature': '3 EQ Mode MUSIC MOVIE GAME, Bluetooth 5.0 Receiver'}",B07Y6MRH7G
Camera & Photo,"ANNKE 4K 16CH Security DVR Recorder with Human & Vehicle Detection and (16) 8MP Outdoor Bullet Cameras with IP67 Weatherproof, 100ft Night Vision with EXIR, Email Alert, NO Hard Drive","['【Most Accurate Alerts with Person & Vehicle Detection】The 4K UHD DVR, with smartest and most advanced person & vehicle detection, can send you motion triggered push notificaitons and email alerts, caused ONLY by people or vehicles. This provides only the most relevant motion alerts, reducing up to 95% of false alarms.', '【16CH + 16 4K Ultra HD 5-in-1 DVR】The powerful & expandable 4K DVR supports 16 pcs 4K TVI, 5MP AHD, 5MP CVI, CVBS, and 16 pcs 4K IP cameras. Record crisp & clean videos at true 4K resolution (3840 X 2160 pixels).', '【Advanced H.265+ & Expandable Storage】H.265+ enables the DVR to record for a longer time and consume less bandwidth than H.264 systems. Get 4K live view & recording without losing the image quality.', ""【Remote Access & Motion Detection Alerts】ANNKE App is always 100% free & safe to use. Manage the DVR remotely via your iOS/Android smartphones, tablets, or computers wherever. When there are motion events, you'll receive instant app pushes & email alerts with snapshots. Take precautions to stop the possible intrusion."", '【IP67 Weatherproof Cameras & 4K Video Output】The security cameras are durable enough to withstand extreme temperature from -40°F to 140 °F, and can work properly even after soaking in water for 30 minutes. As the system supports 4K video output, you can connect it to your 4K TV or monitor to display ultra clearness.']","['ANNKE 16 channel 4K DVR security camera system can deliver true 4K Ultra HD footages day or night. IP67 waterproof housing makes the outdoor bullet surveillance cameras withstand extreme weather, perfect for outdoor & indoor protection without limitation, including home, company, office, factory, warehouse, yard, ville, garage, etc. Key Features: 4K Ultra HD Clarity 100 ft EXIR Night Vision H.265+ Video Format Expandable 5-in-1 16CH DVR 5 Smart Detection Ways Multi-Level Encryptions Area Mask for Privacy Protection Outdoor IP67 Weatherproof Digital WDR & 2D DNR 4K HDMI & 1080p VGA Output DVR Spec: Video Compression：H.264+/H.264/H.265/H.265+ Video Input: 16CH Analog HD/Analog + 16CH IP IPC Recording/Playback Resolution: Up to 8MP IP Camera Input: 16CH HDD：2 SATA Interface HDD Capacity：Up to 10 TB Capacity Network Interface: RJ45 X1 (10/100 M) USB: USB 2.0 X1, USB 3.0 X1 Camera Spec: Image Sensor: 8MP CMOS Image Sensor Video Resolution: 3840(H) × 2160(V) Lens: 2.8 mm Night Vision Distance: Up to 100ft/30m Weatherproof Rating：IP67 What’s Included? * 1× 16CH 4K DVR, NO Hard Drive * 16X 8MP Security Cameras * 1× Power Adapter for DVR * 4× Power Adapter for Cameras * 16× 60ft/18.3m BNC Cables * 4× 4-to-1 Power Splitter * 1× USB Mouse * 1× User Manual * 16× Mounting Screw Bags']","['Electronics', 'Security & Surveillance', 'Surveillance Video Equipment', 'Surveillance DVR Kits']","{'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'November 22, 2017', 'Manufacturer': 'ANNKE', 'Compatible Devices': 'Television, Tablet, Camera, Smartphone', 'Brand': 'ANNKE', 'Memory Storage Capacity': '10 TB', 'Number of Channels': '16', 'Media Format Digital Video': 'HDD'}",B07848ZT9T
Computers,BIPRA U3 2.5 inch USB 3.0 NTFS Portable External Hard Drive - White (250GB),"['Storage capacity: 250GB', 'Formatted as NTFS file system', 'USB 3.0 Hard drive interface', 'Support plug and play', 'No external power needed']","['Bipra external USB 2.5"" portable size hard drive comes with free carry case. You can store all data in your Pocket size drive. Ultra slim design. Formatted and ready to be used. No messing about needed, just plug it into your USB Ports and away you go. Support plug and play. Ideal for data backup, photos, video, iTunes, iPod,MP3, MP4 and presentations etc. Support USB3.0 with up to 5 GB/Sec ultrahigh transfer speed, backward compatibility usb2.0, copy huge files in a minutes time. Can be utilised on any personal computers, desktop or laptop. Formatted in NTFS for you to use on Windows OS. Available in white colour.']","['Electronics', 'Computers & Accessories', 'Data Storage', 'External Hard Drives']","{'Hard Drive': '250 GB usb 3', 'Brand': 'BIPRA', 'Item model number': '8541581831', 'Item Weight': '2 pounds', 'Color': 'White', 'Flash Memory Size': '250 GB', 'Hard Drive Interface': 'USB 1.1', 'Manufacturer': 'Bipra Limited', 'Date First Available': 'March 28, 2015', 'Digital Storage Capacity': '250 GB', 'Hard Disk Interface': 'USB 1.1', 'Connectivity Technology': 'USB', 'Hard Disk Form Factor': '2.5 Inches', 'Hard Disk Description': 'Usb 3', 'Compatible Devices': 'Laptop, Desktop', 'Hard Disk Size': '250 GB', 'Specific Uses For Product': 'Personal'}",B00VBTJCJE
Computers,WD Scorpio Blue 320GB Mobile SATA Hard Drive,"['Low profile design to fit thin laptops and tablets.', 'Low power consumption and ultra-quiet design', 'Reliable and rugged - ShockGuard technology protects the drive mechanics and platter surfaces from shocks. SecurePark parks the recording heads off the disk surface during spin up, spin down, and when the drive is off.', '320 GB capacity holds up to 64,000 digital photos, 80,000 MP3 files, and up to 38 hours of HD video.', '2 year limited warranty']","['WD Scorpio Blue 7 mm slim 2.5-inch SATA hard drives deliver solid performance and ultra-quiet operation hand-in-hand with low power consumption. In addition, they are designed with ruggedness, reliability, and data-protection features that actively watch over valuable data. These drives feature a 3 Gb/s SATA interface and 8 MB cache. WD Scorpio Blue slim 7 mm hard drives are designed for thin notebook computers and are compatible with mainstream systems. 2-year limited warranty.']","['Electronics', 'Computers & Accessories', 'Computer Components', 'Internal Components']","{'Hard Drive': '320 GB', 'Brand': 'Western Digital', 'Series': 'WD3200LPVT', 'Item model number': 'WD3200LPVT', 'Hardware Platform': 'Laptop', 'Item Weight': '4.2 ounces', 'Product Dimensions': '3.94 x 2.75 x 0.37 inches', 'Item Dimensions  LxWxH': '3.94 x 2.75 x 0.37 inches', 'Color': 'Blue', 'Flash Memory Size': '320 GB', 'Hard Drive Interface': 'Serial ATA-300', 'Hard Drive Rotational Speed': '5400 RPM', 'Manufacturer': 'Western Digital', 'Language': 'English', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'April 16, 2012', 'Digital Storage Capacity': '320 GB', 'Hard Disk Interface': 'Serial ATA-300', 'Connectivity Technology': 'SATA', 'Hard Disk Form Factor': '2.5 Inches', 'Compatible Devices': 'Laptop, Tablet', 'Hard Disk Size': '320 GB', 'Hard Disk Rotational Speed': '5400 RPM', 'Specific Uses For Product': 'Personal'}",B007U1YGOS
Amazon Home,"Outer Space Planets Stickers(50Pcs),Planetary Systems Waterproof Vinyl Water Bottle Stickers for Teens Girls Adults Kids,Laptop Car Cup Computer Guitar Skateboard Luggage Phone Aesthetic Stickers Pack","['PROFESSIONAL STICKER SHOP.There are 50 different stickers in each pack. We have a large number of sticker users and fans, and have been recognized, there are AS MANY AS 300 TYPES of stickers, you can choose the type you like.', ""100% WATERPROOF VINYL.The sticker is made of waterproof PVC material,WATERPROOF and UV RESISTANT. In addition, we've added a water-repellent layer of W.P.S 2.0, Prevent fading."", 'NEW UPDATE QUALITY.EASY STICK ON DIFFERENT SURFACE. Stickers also remove without any effort.Each sticker is perfectly cut according to the shape and size.', 'REWARD & GIRT.The best gift for your kids, friends, lovers to DIY decoration.AROUND 2-3.5 INCH each.You would receive the stickers patterns you see in the pictures.No random delivery and no duplicates.', 'FASHIONABLE DECORATION.Suitable for dressing up various items. For example, laptops, Water bottles, Skateboards, Luggage, Bicycles, Cars, Travel Case, Bedroom,Mobile Phones,etc.']","['Features:', '- Clear picture and exquisite printing.', '- Can easily peel off and stick on other place.', '- Sun protection and Waterproof! Never faded out!', '- Just for smooth surface. Do not suitable for rough surface.', 'How to use:', '1.Think about where you want to paste', '2.Clean the surface of the object', '3.Tear off the bottom paper', '4.Firmly stick the sticker on the surface of the object', 'Specification', 'Quantity:50 pieces', 'Size : 2-3.5 inch', 'Material : Waterproof vinyl PVC']","['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Skins & Decals', 'Decals']","{'Brand': 'Affoto', 'Color': 'Outer Space', 'Surface Recommendation': 'Floor', 'Room Type': 'Bedroom', 'Material': 'Vinyl', 'Theme': 'Car,Number,Phone,Space', 'Special Feature': 'Waterproof', 'Number of Pieces': '50', 'Age Range (Description)': 'Kid', 'Installation Type': 'Stick', 'Reusability': 'Single Use', 'Pattern': 'Variety Pack', 'Shape': 'Irregular', 'Unit Count': '50.0 Count', 'Package Dimensions': '4 x 3 x 0.2 inches', 'Item Weight': '3.2 ounces', 'Manufacturer': 'Affoto', 'Best Sellers Rank': {'Computers & Accessories': 149147, 'Laptop Decals': 24891}, 'Date First Available': 'October 11, 2022'}",B0BPLX8B2K
Computers,"Gateway 15.6"" FHD Ultra Slim Budget Notebook, Intel Pentium Processor(4-Core, up to 3.1 GHz), 4GB RAM, 128GB Storage, Precision Touchpad, HDMI, Type-C Windows 10S, Microsoft 365 1 Year, Charcoal Black","['【Processor】4 Core, 4 Threads, 4MB Cache, up to 3.1 GHz. The perfect combination of performance, power consumption, and value helps your device handle multitasking smoothly and reliably with four processing cores to divide up the work.', ""【Display】15.6'' FHD (1920 x 1080) IPS Display, with up to 178 degree viewing angles, Non-touch Narrow Border Display, enjoy your photos, movies, and games on a crystal-clear FHD screen."", '【RAM and Storage】RAM is 4 GB high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once; storage is is 128GB eMMC which Allows to Fast Boot-up and Data Transfer.', '【Office 365 for one year】 Get full access to Microsoft Excel, Word, PowerPoint, OneNote, Access, and 1 TB of One Drive storage for 1 year (Worth of $69.99).', '【Operating System】Windows 10 Home in S Mode (Free upgrade to Windows 11 Home, Activation required within 6-months of Windows activation)', '【Bundled Accessory】 Microfiber Cloth for Screen Cleaning.']","['Processor:', 'Intel® Pentium® Silver N5030 Processor (1.10GHz, Up to 3.10GHz, 4M Cache)', 'Display:', '15.6” LCD IPS Display, (1920 x 1080)', 'Operating system:', 'Windows 10\xa0Home 64-bit English in S mode', 'Video Card:', 'Intel UHD Graphics 605', 'Memory:', '4 GB DDR4 RAM', 'Hard drive Size:', '128GB eMMC', 'Wireless:', 'Wi-Fi5 (802.11ac) for speeds up to 3x faster than 802.11n', 'Ports:', 'HDMI Output x 1, USB Type-C x 1, USB 3.0 x 2', 'Battery:', 'Up to 8.5 hours of battery life', 'Dimensions:', '14.8” x 9.6” x 0.8” Inches', 'Weight:', '4.2lbs', 'Color:', 'Black', 'ENERGY STAR Certified:', 'Yes', 'How to switch s mode to windows 10', '1.', 'On your PC running Windows 10 in S mode, open Settings > Update & Security > Activation.', '2.', 'In the Switch to Windows 10 Home or Switch to Windows 10 Pro section, select Go to the Store.\xa0(If you also see an ""Upgrade your edition of Windows"" section, be careful not to click the ""Go to the Store"" link that appears there.)', '3.', ""On the Switch out of S mode (or similar) page that appears in the Microsoft Store, select the Get button. After you see a confirmation message on the page, you'll be able to install apps from outside of the Microsoft Store.""]","['Electronics', 'Computers & Accessories', 'Computers & Tablets', 'Laptops', 'Traditional Laptops']","{'Standing screen display size': '15.6 Inches', 'Max Screen Resolution': '1920 x 1080 Pixels', 'Processor': '3.1 GHz pentium', 'RAM': 'DDR4', 'Memory Speed': '3200 MHz', 'Hard Drive': '256 GB SSD', 'Graphics Coprocessor': 'Intel UHD Graphics', 'Chipset Brand': 'Intel', 'Card Description': 'Integrated', 'Graphics Card Ram Size': '1 GB', 'Number of USB 3.0 Ports': '2', 'Brand': 'Gateway', 'Series': 'Gateway book', 'Item model number': 'GWTN156', 'Hardware Platform': 'PC', 'Operating System': 'Windows 10', 'Item Weight': '4.2 pounds', 'Product Dimensions': '14.8 x 9.6 x 0.8 inches', 'Item Dimensions  LxWxH': '14.8 x 9.6 x 0.8 inches', 'Color': 'Black', 'Processor Brand': 'Intel', 'Number of Processors': '4', 'Computer Memory Type': 'DDR4 SDRAM', 'Hard Drive Interface': 'Solid State', 'Hard Drive Rotational Speed': '5400.00', 'Optical Drive Type': 'BD-R', 'Best Sellers Rank': {'Computers & Accessories': 1093, 'Traditional Laptop Computers': 111}, 'Date First Available': 'March 5, 2023', 'Screen Size': '15.6 Inches', 'Hard Disk Size': '256 GB', 'CPU Model': 'Pentium', 'Ram Memory Installed Size': '4 GB'}",B0BYBG1PPD
Camera & Photo,Leather Case for Cp S6/S7C,"['CASE, COOLPIX S7C/S6, LEATHER,']",['Unique black leather case with white stitching allows you to protect and carry your S7C Digital Camera'],"['Electronics', 'Camera & Photo', 'Bags & Cases', 'Camera Cases']","{'Product Dimensions': '7 x 3.5 x 2 inches', 'Item Weight': '1.6 ounces', 'Item model number': '9413', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'November 28, 2006', 'Manufacturer': 'Nikon'}",B000IMSFWU
Camera & Photo,VILTROX 24mm F1.8 f/1.8 FE Full-Frame Wide-Angle Prime Autofocus Lens for Sony E-Mount Camera a7R4 A7III A7S2 A5100 A6600 A6500 A6400 A6300 A6000 A7RIV A7RIII A7SIII A7III A7RII A7II A7S A7R A7,"[""🌼VILTROX FE 24mm lens weighs in at only 12 oz (340g), it's compact, lightweight design enhances portability and mobility thanks to the combination of optical design utilizing two XA elements and STM AF system. It is designed for use with full-frame Sony E-mount mirrorless cameras and APS-C sensor models."", '🌼The lens is equipped with metal electronic contacts,supports EXIF information transmission, electronic automatic iris adjustment,can record digital photo attribute information and shooting data.', '🌼It has a high-precision STM system that ensures exceptionally fast and accurate AF performance, very minimal focus breathing not just great for video but also for focus stacking,boasts optical design comprised of 9 groups with 11 elements ,including two XA (extreme aspherical) and three ED (Extra-low Dispersion) elements.', '🌼Build in USB port for firmware to reach a compatibility for the newest cameras model and supports EXIF information transmission', '🌼Comes with steady, fast and smooth AUTO FOCUS,Which can capture the high speed moving objects,widely compatible with Full Frame camera A7III A7RIII A7RII A7II etc,after installing Sony camera.']",[],"['Electronics', 'Camera & Photo', 'Lenses', 'Camera Lenses', 'Mirrorless Camera Lenses']","{'Product Dimensions': '3.35 x 2.76 x 2.76 inches', 'Item Weight': '12 ounces', 'Item model number': 'AF 24/1.8 FE', 'Best Sellers Rank': {'Mirrorless Camera Lenses': 109}, 'Date First Available': 'March 31, 2021', 'Manufacturer': 'VILTROX', 'Brand': 'VILTROX', 'Lens Type': 'Wide Angle', 'Compatible Mountings': 'Sony E', 'Camera Lens Description': '24 month', 'Maximum Focal Length': '24 \tmonths'}",B0C2VCWPGY
All Electronics,"Nippon Audiodrift 6"" 2-Way Speaker 4ohm 130w Max 14.25in. x 7.25in. x 3.25in.",[],[],[],"{'Date First Available': 'July 15, 2018', 'Manufacturer': 'Nippon', 'Brand': 'Nippon Power', 'Subwoofer Diameter': '6 Inches', 'Mounting Type': 'Flush Mount', 'Surround Sound Channel Configuration': '2.0', 'Is Waterproof': 'FALSE'}",B07F23Y6PY
Camera & Photo,Polaroid Originals Now Viewfinder i-Type Instant Camera (White) Bundle with Color and B and W Instant Film and Reusable Vintage Photo Accessory (4 Items),"['Bundle Includes: Polaroid Originals Now Viewfinder i-Type Instant Camera (White) with Polaroid Originals Color Instant Film for i-Type Cameras (8 Exposures), Polaroid B and W Film for i-Type Cameras and Film Kit for Polaroid i-Type, 600 and SX-70 with Magnetic/Hanging Frames, Storage Box', 'Polaroid Originals Now Viewfinder i-Type Instant Camera: This analog instant camera comes with autofocus to help you catch life as you live it in that iconic Polaroid instant film format.', 'Autofocus 2‑lens system: The Polaroid Now decides which lens is suitable, so you get beautiful portraits in more places, more often — even without the flash.', 'Built‑in double exposure: Get two frames in the one Polaroid photograph. Dreamy, artistic, and ready to add some drama to your photography.', 'Self‑timer: In just one tap, you’ve got 9 seconds to gather your friends and smile.']","['Polaroid Originals Now Viewfinder i-Type Instant Camera', 'Polaroid’s new point-and-shoot analog instant camera has all you need to catch every life moment in an original Polaroid photograph. Now with autofocus, it’s simple to capture moments as you see them, so you can relive them forever in sharp, vivid color. Frame two moments in one with double exposure, or get yourself in the picture with self-timer and an accurate flash to make everyone look like they should.', 'Simplicity Meets Functionality', 'The Now takes simplicity and adds greater creative control, clean design, and vibrant color to make it more than a moment maker — but a life accessory. Thanks to the Autofocus 2 lens system, the Polaroid Now decides which lens is suitable, so you get beautiful portraits in more places, more often — even without the flash. This dreamy, artistic instant camera is ready to add some drama to your photography by providing two frames in one Polaroid photograph with the built-in double exposure. Additionally, the self-timer gives you 9 seconds to get in the picture with your friends and be a part of the memory you are capturing.', 'Bundle Includes:', 'Polaroid Originals Now Viewfinder i-Type Instant Camera (White)', 'Polaroid Originals Now Viewfinder i-Type Instant Camera (White)', 'Polaroid Originals Color Instant Film for i-Type Cameras (8 Exposures)', 'Polaroid Originals Color Instant Film for i-Type Cameras (8 Exposures)', 'Film Kit for Polaroid i-Type, 600 and SX-70 with Magnetic/Hanging Frames, Storage Box', 'Film Kit for Polaroid i-Type, 600 and SX-70 with Magnetic/Hanging Frames, Storage Box', 'Polaroid B and W Film for i-Type Cameras', 'Polaroid B and W Film for i-Type Cameras']","['Electronics', 'Camera & Photo', 'Film Photography', 'Film Cameras']","{'Product Dimensions': '12.2 x 10.3 x 8.6 inches', 'Item Weight': '1 Pounds', 'Best Sellers Rank': {'Electronics': 351833, 'Film Cameras': 2891}, 'Date First Available': 'April 20, 2021', 'Manufacturer': 'Polaroid Originals', 'Brand': 'Polaroid Originals', 'Color': 'White', 'Film Format Type': 'Instant', 'Item Dimensions LxWxH': '12.2 x 10.3 x 8.6 inches', 'Film Color': 'Colored', 'Compatible Devices': 'Camera', 'Exposure Control Type': 'Automatic'}",B093N94GPG
